Jogador,Time,#,Nação,Pos.,Idade,Min.,Gols,Assis.,PB,PT,TC,CaG,CrtsA,CrtV,Contatos,Div,Crts,Bloqueios,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Conduções,PrgC,Tent,Suc,Data
Kauã Elias,Fluminense,19,BRA,"FW,AM",18-046,78,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.3,1,0,15,18,"83,3",4,14,0,5,2,2024-05-13
David Terans,Fluminense,80,URU,AM,29-276,12,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,5,7,"71,4",0,3,1,1,1,2024-05-13
Keno,Fluminense,11,BRA,LW,34-246,78,0,0,0,0,2,1,0,0,30,0,0,0,0.3,0.3,0.0,2,0,17,25,"68,0",3,14,4,1,1,2024-05-13
Guga,Fluminense,23,BRA,RB,25-258,12,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,3,0,12,12,"100,0",2,4,2,0,0,2024-05-13
Jhon Arias,Fluminense,21,COL,RW,26-235,90,0,0,0,0,2,0,0,0,45,2,1,1,0.2,0.2,0.0,0,0,31,35,"88,6",4,25,0,1,1,2024-05-13
Lima,Fluminense,45,BRA,"DM,AM",27-337,90,0,0,0,0,0,0,1,0,55,1,0,0,0.0,0.0,0.0,0,0,44,51,"86,3",2,20,2,1,1,2024-05-13
Martinelli,Fluminense,8,BRA,DM,23-003,45,0,0,0,0,0,0,0,0,38,1,0,0,0.0,0.0,0.0,0,0,33,36,"91,7",4,17,0,0,0,2024-05-13
John Kennedy,Fluminense,9,BRA,FW,21-361,45,0,0,0,0,1,1,0,0,19,0,0,0,0.0,0.0,0.0,1,0,9,12,"75,0",1,9,0,5,2,2024-05-13
Alexsander,Fluminense,5,BRA,DM,20-218,90,0,0,0,0,1,0,1,0,67,4,2,1,0.0,0.0,0.0,3,0,47,52,"90,4",4,23,1,4,3,2024-05-13
Diogo Barbosa,Fluminense,6,BRA,LB,31-270,84,0,0,0,0,0,0,0,0,38,1,1,0,0.0,0.0,0.1,1,0,27,35,"77,1",1,18,1,0,0,2024-05-13
Marcelo,Fluminense,12,BRA,LB,36-001,6,0,0,0,0,1,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,8,14,"57,1",1,4,0,0,0,2024-05-13
Antonio Carlos,Fluminense,25,BRA,CB,31-067,90,0,0,0,0,0,0,0,0,61,1,1,3,0.0,0.0,0.1,1,0,47,53,"88,7",3,27,0,1,1,2024-05-13
Manoel,Fluminense,26,BRA,CB,34-077,45,0,0,0,0,0,0,1,0,19,0,0,0,0.0,0.0,0.0,0,0,15,16,"93,8",1,10,0,0,0,2024-05-13
Felipe Vieira,Fluminense,13,,CB,,45,0,0,0,0,0,0,0,0,34,0,1,0,0.0,0.0,0.0,0,0,23,25,"92,0",0,20,1,2,1,2024-05-13
Marquinhos,Fluminense,77,BRA,"RB,LW",21-036,90,0,0,0,0,0,0,0,0,49,0,0,0,0.0,0.0,0.0,0,0,28,40,"70,0",1,19,2,7,3,2024-05-13
Fábio,Fluminense,1,BRA,GK,43-226,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,23,28,"82,1",0,19,0,0,0,2024-05-13
Alerrandro,Vitória,9,BRA,FW,24-141,39,0,0,0,0,2,2,0,0,10,0,0,0,0.1,0.1,0.0,1,0,7,7,"100,0",0,5,1,0,0,2024-06-01
Lucas Esteves,Vitória,16,BRA,LB,23-343,51,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,1,0,17,25,"68,0",1,9,0,0,0,2024-06-01
Daniel Jr,Vitória,80,BRA,"FW,RM",22-023,45,0,0,0,0,2,0,0,0,30,1,0,0,0.1,0.1,0.2,5,0,20,23,"87,0",1,14,0,4,2,2024-06-01
Iury de Castilho,Vitória,7,BRA,FW,28-269,45,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,4,"100,0",0,5,0,0,0,2024-06-01
Matheusinho,Vitória,30,BRA,LM,26-227,59,0,0,0,0,1,0,0,0,30,1,1,0,0.0,0.0,0.1,3,0,16,21,"76,2",1,15,1,2,1,2024-06-01
Erick Castillo,Vitória,31,ECU,LM,29-117,31,0,0,0,0,1,0,0,0,10,0,0,1,0.0,0.0,0.0,1,0,4,6,"66,7",0,6,0,1,1,2024-06-01
Dudu,Vitória,21,BRA,CM,24-362,82,0,0,0,0,0,0,2,1,47,1,1,1,0.0,0.0,0.0,4,0,31,42,"73,8",9,27,1,2,2,2024-06-01
Willian,Vitória,29,BRA,CM,31-016,58,0,0,0,0,1,0,0,0,35,0,0,1,0.1,0.1,0.0,0,0,26,29,"89,7",3,16,0,1,0,2024-06-01
Caio Vinícius,Vitória,15,BRA,CM,25-142,32,0,0,0,0,0,0,0,0,10,1,0,1,0.0,0.0,0.0,0,0,5,6,"83,3",0,3,0,0,0,2024-06-01
Janderson,Vitória,39,BRA,"RM,FW",25-026,90,0,0,0,0,2,0,0,0,33,1,0,0,0.2,0.2,0.0,3,0,18,26,"69,2",0,14,1,1,1,2024-06-01
Patric Calmon PK,Vitória,14,BRA,LB,29-332,38,0,0,0,0,1,0,0,1,26,0,1,1,0.0,0.0,0.0,1,0,15,19,"78,9",1,12,2,0,0,2024-06-01
Wagner,Vitória,4,BRA,CB,24-314,90,0,0,0,0,1,1,0,0,38,0,0,2,0.0,0.0,0.0,1,0,24,33,"72,7",2,14,0,0,0,2024-06-01
Bruno Uvini,Vitória,25,BRA,CB,32-364,63,0,0,0,0,1,0,0,0,42,0,1,1,0.1,0.1,0.0,0,0,28,36,"77,8",2,15,0,0,0,2024-06-01
Reynaldo Cesar Moraes,Vitória,40,BRA,CB,27-150,27,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,3,"100,0",1,1,0,0,0,2024-06-01
Willean Lepo,Vitória,97,BRA,RB,27-137,90,0,0,0,0,0,0,1,0,49,3,3,2,0.0,0.0,0.0,1,0,27,39,"69,2",5,15,4,4,2,2024-06-01
Lucas Arcanjo,Vitória,1,BRA,GK,25-298,90,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,7,18,"38,9",0,8,0,0,0,2024-06-01
Vágner Love,Atlético Goianiense,9,BRA,FW,39-356,66,1,0,0,0,1,1,0,0,18,0,1,1,0.8,0.8,0.0,0,0,9,11,"81,8",1,10,0,0,0,2024-06-01
Emiliano Rodríguez,Atlético Goianiense,19,URU,FW,20-321,24,0,0,0,0,2,0,0,0,7,0,0,0,0.1,0.1,0.0,0,0,3,3,"100,0",0,4,0,1,0,2024-06-01
Alejo Cruz,Atlético Goianiense,11,URU,LW,23-274,90,0,0,0,0,0,0,0,0,54,5,0,4,0.0,0.0,0.0,2,1,31,40,"77,5",2,34,4,0,0,2024-06-01
Shaylon,Atlético Goianiense,10,BRA,RW,27-035,45,0,0,0,0,1,0,1,0,29,0,1,3,0.0,0.0,0.0,0,0,16,23,"69,6",0,19,1,1,1,2024-06-01
Danielzinho,Atlético Goianiense,17,BRA,RW,28-142,45,0,0,0,0,0,0,0,0,45,1,0,0,0.0,0.0,0.1,3,0,38,43,"88,4",5,31,1,0,0,2024-06-01
Gabriel Baralhas,Atlético Goianiense,8,BRA,LM,25-235,90,1,0,0,0,3,2,0,0,57,3,1,3,0.1,0.1,0.3,3,0,34,37,"91,9",0,28,1,2,0,2024-06-01
Lucas Kal,Atlético Goianiense,5,BRA,CM,28-077,74,0,0,0,0,0,0,0,0,66,0,2,0,0.0,0.0,0.0,1,0,53,59,"89,8",3,42,2,1,0,2024-06-01
Budiga Roni,Atlético Goianiense,16,BRA,CM,25-047,16,0,0,0,0,0,0,0,0,31,0,0,1,0.0,0.0,0.0,0,0,29,30,"96,7",1,16,0,0,0,2024-06-01
Rhaldney,Atlético Goianiense,7,BRA,RM,25-194,90,0,0,0,0,1,1,0,0,83,2,1,1,0.2,0.2,0.1,3,0,66,74,"89,2",6,55,2,1,1,2024-06-01
Guilherme Romão,Atlético Goianiense,6,BRA,LB,26-238,90,0,2,0,0,1,0,0,0,84,0,0,1,0.0,0.0,0.8,4,3,67,77,"87,0",6,54,4,3,0,2024-06-01
Alix Vinicius,Atlético Goianiense,4,BRA,CB,24-208,90,0,0,0,0,1,0,0,0,94,0,3,1,0.1,0.1,0.0,1,0,74,83,"89,2",3,66,1,2,2,2024-06-01
Adriano Martins,Atlético Goianiense,3,BRA,CB,27-061,66,0,0,0,0,0,0,1,0,59,0,3,0,0.0,0.0,0.0,0,0,45,51,"88,2",5,36,1,0,0,2024-06-01
Pedrão,Atlético Goianiense,14,BRA,CB,31-166,24,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,32,32,"100,0",2,19,0,0,0,2024-06-01
Maguinho,Atlético Goianiense,2,BRA,RB,31-147,90,0,0,0,0,2,1,0,0,84,4,1,1,0.0,0.0,0.1,1,0,64,71,"90,1",2,45,4,1,0,2024-06-01
Ronaldo,Atlético Goianiense,1,BRA,GK,27-284,90,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,16,19,"84,2",0,11,0,0,0,2024-06-01
João Pedro,Grêmio,11,ITA,FW,32-084,68,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.1,1,0,7,11,"63,6",0,6,0,1,0,2024-06-01
Everton,Grêmio,13,BRA,FW,27-076,22,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,3,"100,0",0,4,0,0,0,2024-06-01
Gustavo Nunes,Grêmio,39,BRA,LW,18-194,90,0,0,0,0,1,0,1,0,41,0,0,0,0.0,0.0,0.0,2,0,20,24,"83,3",1,23,0,7,2,2024-06-01
Edenílson,Grêmio,15,BRA,RW,34-166,60,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,0,0,10,21,"47,6",2,11,0,1,1,2024-06-01
Yeferson Soteldo,Grêmio,7,VEN,RW,26-337,30,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.2,2,0,11,15,"73,3",1,15,4,7,2,2024-06-01
Du Queiroz,Grêmio,37,BRA,AM,24-134,60,0,0,0,0,0,0,1,0,43,3,1,2,0.0,0.0,0.0,1,0,20,32,"62,5",1,15,0,2,0,2024-06-01
Franco Cristaldo,Grêmio,10,ARG,AM,27-291,30,0,0,0,0,2,0,0,0,25,1,0,0,0.2,0.2,0.2,1,0,11,18,"61,1",3,11,0,2,2,2024-06-01
Felipe Carballo,Grêmio,8,URU,DM,27-241,68,0,0,0,0,0,0,0,0,40,4,1,0,0.0,0.0,0.0,0,0,28,34,"82,4",5,14,0,1,1,2024-06-01
Dodi,Grêmio,17,BRA,DM,28-045,22,0,0,0,0,0,0,0,0,10,3,0,0,0.0,0.0,0.0,0,0,3,5,"60,0",1,4,0,0,0,2024-06-01
Mathías Villasanti,Grêmio,20,PAR,DM,27-129,90,0,0,0,0,1,1,1,0,50,3,3,2,0.2,0.2,0.1,4,0,37,42,"88,1",5,24,1,2,0,2024-06-01
Mayk,Grêmio,26,BRA,LB,24-275,84,0,0,0,0,1,0,0,0,64,2,1,2,0.1,0.1,0.0,1,0,41,56,"73,2",10,20,2,4,3,2024-06-01
Zé Guilherme,Grêmio,46,BRA,LB,19-077,6,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,4,6,"66,7",3,4,0,0,0,2024-06-01
Gustavo Martins Santos,Grêmio,53,BRA,CB,21-295,90,0,0,0,0,0,0,0,0,52,2,0,0,0.0,0.0,0.0,0,0,35,45,"77,8",2,16,0,1,0,2024-06-01
Nata,Grêmio,36,BRA,CB,22-362,90,0,0,0,0,0,0,0,0,49,4,1,1,0.0,0.0,0.0,1,0,27,40,"67,5",2,13,0,0,0,2024-06-01
Fábio,Grêmio,2,BRA,RB,33-328,90,0,0,0,0,4,0,1,0,66,4,3,0,0.3,0.3,0.0,3,0,39,53,"73,6",2,18,1,0,0,2024-06-01
Rafael Cabral,Grêmio,33,BRA,GK,34-012,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,17,33,"51,5",0,17,0,0,0,2024-06-01
Thiago Borbas,Red Bull Bragantino,18,URU,FW,22-055,90,0,0,0,0,1,0,0,0,53,1,1,0,0.0,0.0,0.1,3,2,31,42,"73,8",3,30,0,4,0,2024-06-01
Henry Mosquera,Red Bull Bragantino,30,COL,"LW,RW",22-199,90,0,0,0,0,2,1,0,0,50,3,1,1,0.0,0.0,0.1,4,0,29,33,"87,9",4,32,7,8,4,2024-06-01
Helinho,Red Bull Bragantino,11,BRA,RW,24-037,75,0,0,0,0,2,1,0,0,51,1,0,2,0.1,0.1,0.0,3,0,29,40,"72,5",3,28,2,4,3,2024-06-01
Gustavinho,Red Bull Bragantino,22,BRA,"RW,DM",20-039,15,0,0,0,0,0,0,0,0,19,2,0,1,0.0,0.0,0.0,0,0,15,16,"93,8",0,13,0,1,1,2024-06-01
Lucas Evangelista,Red Bull Bragantino,8,BRA,"LM,DM",29-026,75,0,0,0,0,0,0,0,0,47,2,0,2,0.0,0.0,0.0,3,0,34,36,"94,4",4,26,0,0,0,2024-06-01
Vitinho,Red Bull Bragantino,28,BRA,"DM,LW",25-061,15,0,0,0,0,2,0,1,0,15,1,0,0,0.1,0.1,0.0,0,0,8,10,"80,0",1,7,2,1,0,2024-06-01
Matheus Fernandes,Red Bull Bragantino,35,BRA,"CM,DM",25-337,68,0,1,0,0,2,0,0,0,39,7,3,0,0.0,0.0,0.2,5,1,21,23,"91,3",3,16,0,2,0,2024-06-01
Raul,Red Bull Bragantino,23,BRA,DM,27-326,22,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,1,0,17,17,"100,0",1,14,0,1,1,2024-06-01
Eric Ramires,Red Bull Bragantino,7,BRA,"RM,AM",23-296,90,1,0,0,0,3,1,0,0,50,0,1,0,0.3,0.3,0.0,2,0,37,43,"86,0",2,36,0,0,0,2024-06-01
Juninho Capixaba,Red Bull Bragantino,29,BRA,LB,26-331,52,0,0,0,0,0,0,0,0,52,5,1,2,0.0,0.0,0.0,0,0,30,37,"81,1",2,26,1,0,0,2024-06-01
Nathan Mendes,Red Bull Bragantino,45,BRA,"RB,LB",21-287,38,0,0,0,0,0,0,1,0,22,0,0,1,0.0,0.0,0.0,0,0,15,21,"71,4",0,11,2,0,0,2024-06-01
Luan Cândido,Red Bull Bragantino,36,BRA,"CB,LB",23-120,90,1,0,1,1,1,0,0,0,67,5,2,0,0.8,0.0,0.1,2,0,41,53,"77,4",2,35,1,0,0,2024-06-01
Pedro Henrique,Red Bull Bragantino,14,BRA,CB,28-243,90,0,0,0,0,0,0,0,0,77,4,1,0,0.0,0.0,0.0,0,0,53,61,"86,9",4,41,0,0,0,2024-06-01
Jadsom,Red Bull Bragantino,5,BRA,RB,23-012,52,0,0,0,0,0,0,0,0,46,6,1,1,0.0,0.0,0.1,1,0,26,34,"76,5",0,14,0,0,0,2024-06-01
Eduardo Santos,Red Bull Bragantino,3,BRA,"CB,RB",26-186,38,0,0,0,0,0,0,0,0,27,2,0,1,0.0,0.0,0.0,0,0,20,22,"90,9",1,14,0,0,0,2024-06-01
Cleiton Schwengber,Red Bull Bragantino,1,BRA,GK,26-287,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,21,38,"55,3",0,25,0,0,0,2024-06-01
Isidro Pitta,Cuiabá,9,PAR,FW,24-292,90,0,0,0,0,2,1,0,0,18,0,0,0,0.1,0.1,0.2,1,0,10,12,"83,3",1,12,1,1,1,2024-06-01
Clayson,Cuiabá,25,BRA,LW,29-074,58,0,0,0,0,1,0,1,0,17,0,0,1,0.2,0.2,0.0,1,0,6,12,"50,0",1,10,0,0,0,2024-06-01
Eliel Chrystian,Cuiabá,11,BRA,LW,21-127,32,0,0,0,0,1,1,1,0,5,0,0,0,0.0,0.0,0.0,1,0,2,3,"66,7",0,4,1,1,0,2024-06-01
Max,Cuiabá,10,BRA,RW,23-020,69,0,0,0,0,2,1,0,0,28,0,0,0,0.1,0.1,0.0,2,0,15,24,"62,5",1,20,0,2,2,2024-06-01
Jonathan Cafu,Cuiabá,7,BRA,RW,32-327,21,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,3,6,"50,0",0,5,0,0,0,2024-06-01
Denilson,Cuiabá,27,BRA,LM,23-070,69,0,0,0,0,1,0,1,0,20,1,0,0,0.0,0.0,0.0,0,0,10,17,"58,8",1,13,3,4,3,2024-06-01
Guilherme Madruga,Cuiabá,8,BRA,RM,23-203,21,0,0,0,0,0,0,0,0,10,1,0,1,0.0,0.0,0.0,0,0,4,5,"80,0",0,4,0,0,0,2024-06-01
Lucas Mineiro,Cuiabá,30,BRA,CM,28-098,90,0,0,0,0,0,0,0,0,37,3,0,1,0.0,0.0,0.0,0,0,25,32,"78,1",0,14,2,1,1,2024-06-01
Fernando Sobral,Cuiabá,88,BRA,"RM,LM",29-167,84,0,0,0,0,0,0,0,0,39,2,1,2,0.0,0.0,0.1,3,0,18,25,"72,0",2,22,1,0,0,2024-06-01
Luciano Giménez,Cuiabá,19,ARG,LM,24-104,6,0,0,0,0,1,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,1,1,"100,0",0,1,0,0,0,2024-06-01
Ramon,Cuiabá,23,BRA,LB,23-080,90,0,0,0,0,0,0,1,0,63,3,0,1,0.0,0.0,0.1,2,0,32,51,"62,7",2,30,3,2,1,2024-06-01
Bruno Fabiano Alves,Cuiabá,34,BRA,CB,33-046,90,0,0,0,0,0,0,0,0,34,2,1,1,0.0,0.0,0.0,1,0,18,21,"85,7",0,9,0,0,0,2024-06-01
Marllon Borges,Cuiabá,4,BRA,CB,32-046,90,0,0,0,0,0,0,0,0,45,0,0,2,0.0,0.0,0.0,0,0,29,38,"76,3",0,23,0,0,0,2024-06-01
Matheus Alexandre,Cuiabá,2,BRA,RB,25-055,69,0,0,0,0,0,0,0,0,36,2,0,1,0.0,0.0,0.1,4,0,32,35,"91,4",5,17,1,1,1,2024-06-01
Railan,Cuiabá,21,BRA,RB,24-083,21,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,7,9,"77,8",1,4,0,1,0,2024-06-01
Walter,Cuiabá,1,BRA,GK,36-196,90,0,0,0,0,0,0,0,0,26,1,0,0,0.0,0.0,0.0,1,0,17,25,"68,0",0,14,0,0,0,2024-06-01
Rafael Borré,Internacional,19,COL,FW,28-260,90,0,0,0,0,0,0,1,0,32,0,0,1,0.0,0.0,0.1,1,0,15,21,"71,4",0,16,0,3,0,2024-06-01
Enner Valencia,Internacional,13,ECU,FW,34-210,45,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,1,0,5,7,"71,4",0,10,0,0,0,2024-06-01
Alan Patrick,Internacional,10,BRA,AM,33-019,45,0,0,0,0,0,0,1,0,24,0,0,0,0.0,0.0,0.7,2,0,15,19,"78,9",1,11,0,1,0,2024-06-01
Wesley,Internacional,21,BRA,"LW,LM",25-063,89,0,0,0,0,3,0,0,0,50,0,0,2,0.2,0.2,0.0,3,0,28,38,"73,7",3,34,4,7,4,2024-06-01
Renê,Internacional,6,BRA,LW,31-261,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,3,"33,3",1,0,0,0,0,2024-06-01
Bruno Henrique,Internacional,8,BRA,"RW,CM",34-224,89,0,0,0,0,3,0,0,0,50,2,0,0,0.6,0.6,0.0,3,0,39,42,"92,9",9,20,1,1,1,2024-06-01
Fernando,Internacional,5,BRA,RW,36-312,1,0,0,0,0,0,0,0,0,2,0,1,0,0.0,0.0,0.0,0,0,1,1,"100,0",0,0,0,0,0,2024-06-01
Mauricio,Internacional,27,BRA,RM,23-010,45,0,0,0,0,0,0,0,0,19,1,0,0,0.0,0.0,0.0,0,0,13,18,"72,2",1,7,0,0,0,2024-06-01
Charles Aránguiz,Internacional,20,CHI,DM,35-045,45,0,0,0,0,1,1,0,0,26,0,0,0,0.1,0.1,0.0,0,0,17,21,"81,0",0,14,0,1,0,2024-06-01
Thiago Maia,Internacional,29,BRA,DM,27-070,90,0,0,0,0,1,0,0,0,83,2,1,1,0.0,0.0,0.0,3,1,66,72,"91,7",6,43,2,2,1,2024-06-01
Robert Renan,Internacional,4,BRA,LB,20-234,90,0,1,0,0,0,0,0,0,72,2,2,1,0.0,0.0,0.1,2,1,57,64,"89,1",4,41,5,2,1,2024-06-01
Gabriel Mercado,Internacional,25,ARG,CB,37-075,90,0,0,0,0,0,0,1,0,62,0,0,0,0.0,0.0,0.0,0,0,58,61,"95,1",1,40,0,0,0,2024-06-01
Vitão,Internacional,44,BRA,CB,24-120,90,0,0,0,0,0,0,0,0,69,0,0,1,0.0,0.0,0.0,1,0,52,63,"82,5",4,41,2,1,1,2024-06-01
Hugo Mallo,Internacional,2,ESP,RB,32-345,86,1,0,0,0,1,1,0,0,71,2,1,1,0.1,0.1,0.0,0,0,42,60,"70,0",6,31,1,0,0,2024-06-01
Igor Gomes,Internacional,3,BRA,RB,23-087,4,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,5,6,"83,3",0,2,0,0,0,2024-06-01
Sergio Rochet,Internacional,1,URU,GK,31-070,90,0,0,0,0,0,0,1,0,41,0,0,0,0.0,0.0,0.0,0,0,34,41,"82,9",0,28,0,0,0,2024-06-01
Germán Cano,Fluminense,14,ARG,FW,36-120,90,0,0,0,0,4,3,0,0,18,0,0,0,1.1,1.1,0.0,1,0,9,11,"81,8",1,11,0,0,0,2024-06-01
Keno,Fluminense,11,BRA,LW,34-265,70,0,0,0,0,1,0,0,0,29,0,0,1,0.0,0.0,0.0,4,0,16,21,"76,2",3,19,3,5,3,2024-06-01
John Kennedy,Fluminense,9,BRA,"LW,FW",22-014,20,0,0,0,0,3,0,0,0,11,0,0,1,0.2,0.2,0.0,1,0,3,4,"75,0",0,6,1,3,0,2024-06-01
Jhon Arias,Fluminense,21,COL,"RW,LM",26-254,90,0,0,0,0,0,0,0,0,53,1,0,3,0.0,0.0,0.2,5,0,39,41,"95,1",4,33,4,4,3,2024-06-01
Ganso,Fluminense,10,BRA,"AM,RM",34-233,90,0,0,0,0,0,0,1,0,79,1,0,0,0.0,0.0,0.0,3,1,69,79,"87,3",8,35,0,0,0,2024-06-01
Alexsander,Fluminense,5,BRA,DM,20-237,80,0,0,0,0,2,0,0,0,56,1,2,3,0.1,0.1,0.0,4,0,33,35,"94,3",7,33,1,7,5,2024-06-01
Renato Augusto,Fluminense,20,BRA,"CM,DM",36-114,10,0,0,0,0,1,0,0,0,14,1,0,0,0.0,0.0,0.0,1,0,9,13,"69,2",1,8,0,0,0,2024-06-01
Martinelli,Fluminense,8,BRA,"DM,CM",23-022,90,0,0,0,0,0,0,1,0,98,1,1,3,0.0,0.0,0.0,2,1,82,90,"91,1",3,61,2,2,1,2024-06-01
Marcelo,Fluminense,12,BRA,LB,36-020,80,1,0,1,1,4,0,0,0,64,0,0,0,0.9,0.1,1.0,2,0,50,54,"92,6",3,28,0,1,1,2024-06-01
Diogo Barbosa,Fluminense,6,BRA,LB,31-289,10,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,1,0,12,13,"92,3",4,10,0,1,0,2024-06-01
Felipe Melo,Fluminense,30,BRA,CB,40-341,27,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,21,21,"100,0",1,11,0,0,0,2024-06-01
Thiago dos Santos,Fluminense,29,BRA,CB,34-270,63,0,0,0,0,1,0,0,0,76,0,2,1,0.0,0.0,0.0,0,0,58,67,"86,6",4,43,0,0,0,2024-06-01
Marlon,Fluminense,4,BRA,CB,28-268,90,0,0,0,0,0,0,0,0,93,0,0,1,0.0,0.0,0.0,2,0,81,84,"96,4",4,56,1,0,0,2024-06-01
Marquinhos,Fluminense,77,BRA,RB,21-055,90,0,0,0,0,0,0,0,0,67,5,2,0,0.0,0.0,0.2,3,0,39,51,"76,5",3,43,7,5,1,2024-06-01
Fábio,Fluminense,1,BRA,GK,43-245,90,0,0,0,0,0,0,0,0,22,0,1,0,0.0,0.0,0.0,0,0,18,20,"90,0",0,10,0,0,0,2024-06-01
Erick,Juventude,7,BRA,FW,27-150,70,0,0,0,0,0,0,0,0,11,1,2,0,0.0,0.0,0.0,1,0,7,7,"100,0",2,1,0,0,0,2024-06-01
Luis Mandaca,Juventude,44,BRA,"FW,CM",22-243,20,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,1,2,"50,0",1,3,0,2,1,2024-06-01
Marcelinho,Juventude,11,BRA,LW,21-173,77,0,0,0,0,3,2,0,0,32,2,3,1,0.3,0.3,0.0,2,0,8,18,"44,4",3,17,1,1,0,2024-06-01
Rildo,Juventude,37,BRA,"LM,LW",24-132,13,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,2,"50,0",0,3,1,1,0,2024-06-01
Lucas Barbosa,Juventude,21,BRA,RW,23-100,73,0,0,0,0,3,0,0,0,33,2,0,1,0.1,0.1,0.0,2,0,16,21,"76,2",2,21,3,0,0,2024-06-01
Werik Popó,Juventude,45,BRA,RW,22-228,10,0,0,0,0,0,0,2,1,4,0,0,0,0.0,0.0,0.0,0,0,1,2,"50,0",0,2,1,1,0,2024-06-01
Nenê,Juventude,10,BRA,AM,42-318,69,0,0,0,0,1,1,0,0,32,1,0,0,0.1,0.1,0.0,3,0,13,23,"56,5",5,22,1,2,0,2024-06-01
Gilberto,Juventude,9,BRA,"AM,FW",34-362,21,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,2,3,"66,7",0,3,0,0,0,2024-06-01
Thiaguinho,Juventude,8,BRA,DM,27-051,77,0,0,0,0,0,0,0,0,39,2,0,1,0.0,0.0,0.0,0,0,25,33,"75,8",1,26,0,0,0,2024-06-01
Luis Oyama,Juventude,5,BRA,"CM,DM",27-123,13,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,4,5,"80,0",0,5,0,0,0,2024-06-01
Jadson,Juventude,16,BRA,"DM,RM",30-276,90,1,0,0,0,2,1,1,0,52,6,7,0,0.6,0.6,0.2,4,1,35,39,"89,7",3,38,0,0,0,2024-06-01
Alan Ruschel,Juventude,28,BRA,LB,34-283,90,0,0,0,0,0,0,0,0,44,4,0,0,0.0,0.0,0.1,0,0,28,37,"75,7",4,22,2,0,0,2024-06-01
Zé Marcos,Juventude,3,BRA,CB,26-121,90,0,0,0,0,0,0,1,0,55,2,0,1,0.0,0.0,0.0,0,0,36,46,"78,3",2,39,0,0,0,2024-06-01
Danilo Boza,Juventude,4,BRA,CB,26-026,90,0,0,0,0,1,0,0,0,68,3,1,3,0.0,0.0,0.0,1,0,58,60,"96,7",2,52,1,1,0,2024-06-01
João Lucas,Juventude,2,BRA,RB,26-084,90,0,0,0,0,2,0,0,0,47,3,0,0,0.2,0.2,0.1,2,0,25,37,"67,6",2,32,4,0,0,2024-06-01
Gabriel,Juventude,1,BRA,GK,31-248,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,34,39,"87,2",0,25,0,0,0,2024-06-01
Éder,Criciúma,23,ITA,FW,37-200,69,0,0,0,0,0,0,0,0,19,1,0,0,0.0,0.0,0.1,3,1,12,15,"80,0",2,13,2,2,0,2024-06-02
Felipe Vizeu,Criciúma,9,BRA,FW,27-082,17,0,0,0,0,1,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,3,4,"75,0",0,3,2,2,2,2024-06-02
